id,topico,subtopico,dificuldade_fase3,nota,stem,correct_answer_index,gemma2:2b,phi4-mini:latest,llama3.2:3b,n_modelos_corretos,dificuldade_estimada
ffde36b030-f0-d0-r16-q3,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Durante um teste funcional em um FPSO, uma válvula de shutdown classificada como SCE não atende ao Performance Standard de tempo de fechamento. A produção ainda pode ser mantida, mas o reparo definitivo exige mobilização externa. Qual encaminhamento é mais consistente com a governança de integridade?",2,True,True,True,3,Fácil
ffde36b030-f0-d0-r16-q4,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.91,"Em um programa de integridade de barreiras de um FPSO, discute-se se o plano de manutenção dos SCE deve ser gerido à parte do safety case, sob o argumento de que a manutenção já acompanha indicadores próprios. Qual posicionamento técnico é mais consistente?",0,False,True,True,2,Média
ffde36b030-f0-d0-r16-q5,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Difícil,0.94,"Em um FPSO, a janela de manutenção permite apenas uma intervenção. Há uma bomba de utilidades com degradação progressiva, mas redundante e com impacto principal na disponibilidade, e um detector de gás classificado como SCE que segue operável, porém fora de um parâmetro do seu Performance Standard. À luz de RCM integrada à gestão de integridade, qual priorização é a mais adequada?",3,False,False,True,1,Difícil
ffde36b030-f0-d0-r17-q0,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.95,"Um FPSO entrou em campanha de redução de backlog de manutenção, mas a equipe não pode ampliar a quantidade total de horas de intervenção no mês. A gerência quer rever a filosofia do plano para reduzir risco operacional sem simplesmente antecipar todas as atividades. Qual decisão traduz melhor uma abordagem centrada em confiabilidade?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r17-q2,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Difícil,0.84,"Em um ensaio de verificação, um elemento crítico de segurança (SCE) de um FPSO fica abaixo da condição de desempenho exigida. Há pressão para seguir operando até a próxima janela de intervenção. Qual conduta melhor reflete a governança técnica esperada?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r17-q3,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Difícil,0.9,"Na revisão mensal do backlog de manutenção de um FPSO, a gerência busca um critério de priorização que mantenha a rastreabilidade entre manutenção, integridade e risco de processo, em vez de considerar apenas atraso ou custo. Qual abordagem tende a ser mais robusta?",0,True,True,True,3,Fácil
ffde36b030-f0-d0-r18-q0,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.95,"Em um FPSO, a equipe de manutenção revisa o plano de válvulas, bombas e detectores. Alguns itens apresentam baixa taxa de falha, mas consequências severas para segurança e indisponibilidade; outros falham com mais frequência, porém com efeito operacional limitado. Qual diretriz melhor justifica adotar MCC/RCM como filosofia principal desse plano?",0,True,True,True,3,Fácil
ffde36b030-f0-d0-r18-q1,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.9,"Um engenheiro pretende empregar um sistema especialista aderente à RCM para indicar intervenções em um circuito hidráulico de um sistema auxiliar do FPSO. Antes de emitir a recomendação, o sistema pede a escolha do circuito, do circuito de bombeamento, do circuito de atuação e do modo de operação dos componentes. Qual é a melhor explicação para essa exigência?",2,True,True,True,3,Fácil
ffde36b030-f0-d0-r18-q2,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.94,"Após falhas recorrentes em um skid de tratamento, a gerência quer usar FMEA/FMECA para revisar o plano de manutenção e os procedimentos de contingência. Qual uso dessas ferramentas é mais aderente ao objetivo?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r18-q4,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.94,"Em um FPSO, foi proposta uma modificação relevante na lógica de controle de processo, com instalação de um bypass temporário que tende a permanecer em serviço por meses. A equipe discute como incorporar a mudança ao plano de manutenção e à gestão de integridade. Qual abordagem é mais consistente com as práticas descritas?",3,True,True,True,3,Fácil
ffde36b030-f0-d0-r18-q5,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Difícil,0.91,"Uma parada curta de manutenção em um FPSO permite executar apenas duas intervenções entre quatro pendências: (1) recalibrar um detector associado a um SCE que está abaixo do PS; (2) substituir um selo de bomba de utilidade com histórico frequente de vazamentos pequenos e sem impacto relevante na segurança; (3) revisar um trocador que reduz a eficiência do processo, mas continua operando dentro dos limites; (4) corrigir uma falha intermitente em instrumento redundante cuja perda isolada não compromete a função de barreira. Considerando RCM, criticidade e governança de integridade, qual priorização é mais defensável?",1,False,True,False,1,Difícil
ffde36b030-f0-d0-r19-q0,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Fácil,0.96,"Em um FPSO com acúmulo de ordens de manutenção, a gerência quer redirecionar o plano para aplicar recursos onde o impacto sobre segurança, disponibilidade e desempenho é mais relevante. Qual abordagem melhor atende a esse objetivo?",2,True,True,True,3,Fácil
ffde36b030-f0-d0-r19-q2,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.95,"Após falhas recorrentes em um conjunto de bombeamento que afetam a estabilidade da produção, a equipe precisa revisar o plano de manutenção e o plano de contingência. Qual uso de FMEA/FMECA tende a gerar a melhor base para essa revisão?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r19-q3,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Durante teste funcional em operação, uma válvula de shutdown classificada como SCE não atende ao padrão de performance definido. A produção pode ser mantida por algumas horas com medidas compensatórias, mas a barreira não está plenamente restabelecida. Qual encaminhamento é mais consistente com a governança de integridade?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r19-q5,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.96,"Na revisão anual do plano de manutenção de um FPSO, dois sistemas disputam recursos. O Sistema X apresenta falhas frequentes e reduz produção quando para, mas não compõe barreira principal de segurança. O Sistema Y falha raramente, porém seu mau desempenho compromete um SCE com padrão de performance definido. Segundo uma lógica alinhada à RCM e à gestão de integridade, como a priorização deve ser conduzida?",0,True,False,True,2,Média
ffde36b030-f0-d0-r20-q0,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.97,"Em um FPSO com aumento do backlog de manutenção, observa-se que componentes pertencentes ao mesmo sistema não têm a mesma criticidade: alguns comprometem barreiras de segurança, outros afetam a disponibilidade da planta e outros geram apenas perda operacional limitada. Qual diretriz para o plano de manutenção melhor responde a esse quadro?",3,True,True,True,3,Fácil
ffde36b030-f0-d0-r20-q1,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.89,"Na concepção de uma ferramenta digital para apoiar decisões de manutenção de um sistema hidráulico em um FPSO, pretende-se que as recomendações variem conforme a arquitetura do conjunto e a condição operacional em uso. Qual conjunto de entradas representa melhor uma aplicação alinhada à filosofia RCM?",2,True,True,True,3,Fácil
ffde36b030-f0-d0-r20-q2,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.95,"Na revisão do plano de manutenção de um sistema de compressão, após recorrência de falhas intermitentes em instrumentos e atuadores, a engenharia decide empregar FMEA/FMECA. Em qual aplicação esse estudo tende a trazer maior benefício para manutenção e integridade?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r20-q3,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.9,"Em teste funcional, um elemento crítico de segurança de um FPSO não atende ao seu Performance Standard. A unidade avalia manter a operação até a próxima janela de parada, alegando que o risco pode ser acompanhado por inspeções adicionais. Qual encaminhamento está mais alinhado à governança de integridade?",3,True,True,True,3,Fácil
ffde36b030-f0-d0-r20-q4,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Difícil,0.97,"Após um quase-acidente com liberação de gás, o FPSO revisa o plano de manutenção de detectores, válvulas de isolamento e lógica de parada para priorizar intervenções e reduzir o risco de forma sistemática. Qual abordagem é mais consistente?",2,True,True,True,3,Fácil
ffde36b030-f0-d0-r20-q5,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.97,"Em uma unidade em operação, haverá uma alteração relevante na lógica de controle de processo e a instalação de um bypass temporário capaz de mudar a forma de operar certos equipamentos. Antes de reemitir o plano de manutenção, qual sequência de ações é mais adequada?",2,True,True,True,3,Fácil
80d9d9002a-f0-d0-r1-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.89,"Durante o redesenho do arranjo físico do offloading de um FPSO, a equipe identificou desgaste acelerado do mangote e dificuldades de desconexão em mar agitado, além de variações na medição atribuídas a estratificação do escoamento. Qual configuração de projeto atende, ao mesmo tempo, às necessidades de integridade mecânica do sistema e de qualidade metrológica da medição fiscal?",3,True,False,True,2,Média
80d9d9002a-f0-d0-r1-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.84,"Num sistema de medição fiscal de óleo em offloading, há relatos de água dispersa intermitente devido a separação gravitacional parcial na linha. Considerando a necessidade de indicação volumétrica para transferência de custódia e a sensibilidade de medidores a escoamentos multifásicos, qual escolha técnica é mais adequada?",1,True,True,True,3,Fácil
80d9d9002a-f0-d0-r1-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.86,"Em uma linha de offloading de gás, existem válvulas e curvas próximas à seção de medição e possibilidade de arraste intermitente de líquidos. Para garantir perfil de velocidade mais uniforme e compatibilização mecânica com a linha e o mangote/NSV, qual solução de arranjo é mais adequada?",0,True,True,True,3,Fácil
80d9d9002a-f0-d0-r1-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.87,"Em uma avaliação de compatibilização mecânica e hidrodinâmica, o time de engenharia identificou que esforços do mangote estavam sendo transmitidos à seção de medição, com potencial de alterar a geometria do trecho e a estabilidade do perfil. Qual solução de arranjo físico atende aos requisitos de integridade e medição?",3,True,False,True,2,Média
80d9d9002a-f0-d0-r2-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.91,"Durante o projeto de um skid de medição fiscal para offloading de óleo em um FPSO, a equipe precisa definir o posicionamento do medidor em relação ao mangote e aos trechos da linha sujeitos a movimentação e a mudanças de perfil de escoamento. Considerando a necessidade de condições representativas e a redução de erros por estratificação, qual decisão de arranjo é mais adequada?",1,True,True,True,3,Fácil
